title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes
My Sassy Girl,SHOW,2017,41,['comedy'; 'romance'],1,6.9,561
Wild District,SHOW,2018,45,['drama'; 'thriller'; 'action'; 'crime'],2,8.2,1898
Us and Them,MOVIE,2018,120,['romance'; 'drama'],0,7.4,4026
Million Yen Women,SHOW,2017,30,['drama'; 'comedy'],1,7.6,1794
My ID is Gangnam Beauty,SHOW,2018,63,['drama'; 'comedy'; 'romance'],1,7.4,3774
Champions,SHOW,2018,21,['comedy'],1,6.1,3736
Manhunt,MOVIE,2017,106,['thriller'; 'action'; 'crime'],0,5.2,3210
100 Days My Prince,SHOW,2018,75,['drama'; 'thriller'; 'comedy'; 'history'; 'romance'; 'action'],1,7.8,1938
The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,76,['documentation'],0,6.7,743
A Very Country Christmas,MOVIE,2017,83,['romance'; 'drama'; 'family'; 'comedy'],0,6,1622
Greg Davies: You Magnificent Beast,MOVIE,2018,66,['comedy'],0,7.1,2328
Girls Incarcerated,SHOW,2018,45,['reality'; 'documentation'],2,7.3,1073
When Angels Sleep,MOVIE,2018,94,['thriller'; 'drama'; 'horror'; 'fantasy'; 'action'; 'crime'; 'european'],0,5.5,3619
Brainchild,SHOW,2018,25,['documentation'; 'family'],1,8.1,415
Bert Kreischer: Secret Time,MOVIE,2018,57,['comedy'; 'documentation'],0,7.3,2307
The Who Was? Show,SHOW,2018,25,['comedy'; 'family'],1,6.8,604
Show Dogs,MOVIE,2018,90,['comedy'; 'crime'; 'family'],0,3.9,4653
Escape from Mr. Lemoncello's Library,MOVIE,2017,69,['fantasy'; 'family'],0,5.4,440
Bhavesh Joshi Superhero,MOVIE,2018,155,['drama'; 'action'; 'crime'],0,7.7,8587
Cleo & Cuquin,SHOW,2018,7,['animation'; 'family'],2,8,98
Amateur,MOVIE,2018,96,['drama'; 'sport'],0,5.9,4303
Back Street Girls: Goku Dolls,SHOW,2018,24,['comedy'; 'animation'],1,6.6,815
Fireworks,MOVIE,2017,90,['drama'; 'documentation'; 'fantasy'; 'romance'; 'scifi'; 'family'; 'animation'],0,5.6,3147
Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,21,['action'; 'scifi'; 'animation'; 'comedy'; 'drama'; 'family'],2,4.8,270
Pachamama,MOVIE,2018,72,['fantasy'; 'animation'; 'family'; 'european'],0,6.8,848
Empire Games,SHOW,2018,49,['history'; 'documentation'],1,5.8,306
Lust Stories,MOVIE,2018,120,['romance'; 'drama'],0,6.4,10725
All I Wish,MOVIE,2018,94,['comedy'; 'drama'; 'romance'],0,5.2,1564
Beyblade Burst Turbo,SHOW,2018,24,['action'; 'scifi'],1,0,0
Age of Tanks,SHOW,2017,54,['documentation'; 'history'],1,7.3,852
The Clapper,MOVIE,2018,89,['comedy'; 'drama'],0,5.1,7425
Chasing Coral,MOVIE,2017,93,['documentation'],0,8.1,5143
Robot Trains,SHOW,2017,12,['fantasy'; 'scifi'; 'animation'; 'action'; 'comedy'],3,6,87
My Dead Ex,SHOW,2018,25,['drama'; 'scifi'; 'comedy'],1,7.4,478
Disconnect,MOVIE,2018,107,['romance'; 'comedy'; 'scifi'],0,5.3,117
Crazy Delicious,SHOW,2017,51,['reality'],1,8.9,15
Becoming Champions,SHOW,2018,45,['documentation'; 'sport'],1,6.7,389
Inside the Criminal Mind,SHOW,2018,48,['crime'; 'documentation'],1,5.4,986
Live Up To Your Name,SHOW,2017,69,['drama'; 'fantasy'; 'romance'],1,8,1224
Take Your Pills,MOVIE,2018,87,['documentation'],0,6.3,5048
Raees,MOVIE,2017,143,['thriller'; 'drama'; 'action'; 'crime'],0,6.7,43835
Bad Seeds,MOVIE,2018,100,['comedy'; 'european'],0,7.3,5407
A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,MOVIE,2017,21,['unknown'],0,0,0
Animal World,MOVIE,2018,125,['thriller'; 'action'; 'fantasy'; 'scifi'; 'comedy'; 'drama'],0,6.5,4367
Fastest Car,SHOW,2018,45,['reality'; 'documentation'],2,7.1,1324
Seeking a Man,MOVIE,2017,100,['comedy'; 'drama'; 'romance'],0,6.3,602
Toilet: A Love Story,MOVIE,2017,155,['comedy'; 'drama'; 'romance'],0,7.2,20675
Terrorism Close Calls,SHOW,2018,51,['documentation'],1,5.1,688
6 Balloons,MOVIE,2018,75,['drama'],0,5.9,4087
#realityhigh,MOVIE,2017,99,['comedy'; 'drama'; 'romance'],0,5.2,6283
13 Reasons Why: Beyond the Reasons,SHOW,2017,42,['documentation'],3,6.2,322
Seth Rogen's Hilarity for Charity,MOVIE,2018,70,['comedy'; 'documentation'],0,5,2360
Stree,MOVIE,2018,128,['horror'; 'comedy'],0,7.6,32814
Wedding Unplanned,MOVIE,2017,94,['comedy'; 'romance'; 'drama'; 'european'],0,5.7,1610
Stay Here,SHOW,2018,32,['reality'],1,7.4,1095
Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,['comedy'; 'drama'],1,7.6,791
SWORDGAI The Animation,SHOW,2018,22,['scifi'; 'animation'; 'action'; 'fantasy'; 'horror'],2,5.8,907
Beyond Stranger Things,SHOW,2017,21,['documentation'],1,7.4,1883
44 Cats,SHOW,2018,15,['action'; 'comedy'; 'family'; 'music'; 'animation'],5,6.1,283
Close Enemies,MOVIE,2018,111,['drama'; 'thriller'; 'european'],0,6.4,2607
The Mitfords: A Tale of Two Sisters,MOVIE,2017,44,['documentation'],0,0,0
The Tree of Blood,MOVIE,2018,130,['drama'; 'european'],0,6.4,2934
They'll Love Me When I'm Dead,MOVIE,2018,98,['documentation'],0,7.4,4953
Nappily Ever After,MOVIE,2018,100,['comedy'; 'drama'; 'romance'],0,6.4,9139
Bomb Scared,MOVIE,2017,89,['comedy'; 'european'],0,5.7,2846
Handsome: A Netflix Mystery Movie,MOVIE,2017,81,['comedy'; 'documentation'],0,5.2,4465
Dragon Pilot: Hisone and Masotan,SHOW,2018,24,['scifi'; 'drama'; 'animation'; 'fantasy'],1,6.9,494
Nailed It! Holiday!,SHOW,2018,36,['reality'],2,7.7,1086
Lommbock,MOVIE,2017,102,['comedy'; 'european'],0,6.7,3647
Terrace House: Opening New Doors,SHOW,2017,40,['reality'; 'drama'],6,7.8,952
Maktub,MOVIE,2017,100,['drama'; 'comedy'],0,7.3,2831
Black Is Beltza,MOVIE,2018,88,['thriller'; 'animation'; 'drama'],0,5.8,292
The Legend of Cocaine Island,MOVIE,2018,87,['documentation'],0,6.3,3287
Mom,MOVIE,2017,147,['crime'; 'thriller'; 'drama'],0,7.2,10320
ReBoot: The Guardian Code,SHOW,2018,23,['action'; 'scifi'; 'comedy'; 'drama'],2,3.8,1189
Half Girlfriend,MOVIE,2017,135,['romance'; 'drama'],0,4.6,7090
Neo Yokio,SHOW,2017,23,['scifi'; 'action'; 'animation'; 'comedy'; 'fantasy'],2,5.9,3359
Black,SHOW,2017,78,['scifi'; 'drama'; 'action'; 'thriller'; 'horror'; 'romance'; 'crime'; 'fantasy'],2,8,3665
The Motive,MOVIE,2017,104,['drama'; 'thriller'; 'comedy'; 'crime'; 'european'],0,6.5,5713
Lady J,MOVIE,2018,110,['romance'; 'drama'; 'european'],0,6.8,3306
Right Here Right Now,MOVIE,2018,89,['drama'; 'music'; 'comedy'; 'european'],0,5.4,311
Shéhérazade,MOVIE,2018,106,['thriller'; 'drama'; 'romance'; 'european'],0,7,2195
Shepherds and Butchers,MOVIE,2017,106,['drama'; 'crime'],0,6.8,3460
The Most Unknown,MOVIE,2018,92,['documentation'],0,6.6,2067
A Fortunate Man,MOVIE,2018,162,['drama'; 'romance'; 'european'],0,7.2,6093
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,21,['animation'; 'fantasy'; 'scifi'; 'action'; 'comedy'],0,5.9,444
Out of Thin Air,MOVIE,2017,85,['crime'; 'documentation'],0,6.3,2271
Sir,MOVIE,2018,99,['romance'; 'drama'; 'european'],0,7.7,6893
Secret Superstar,MOVIE,2017,150,['drama'; 'music'],0,7.9,24046
Pope Francis: A Man of His Word,MOVIE,2018,96,['documentation'; 'european'],0,6.4,2240
Demetri Martin: The Overthinker,MOVIE,2018,56,['comedy'],0,7.2,1697
Katt Williams: Great America,MOVIE,2018,60,['comedy'],0,6.2,940
Sahara,MOVIE,2017,86,['comedy'; 'family'; 'romance'; 'animation'; 'drama'; 'european'],0,5.5,2778
Budapest,MOVIE,2018,102,['comedy'; 'european'],0,5.4,2893
El Camino Christmas,MOVIE,2017,97,['crime'; 'comedy'; 'western'],0,5.7,8519
BuyBust,MOVIE,2018,127,['thriller'; 'action'; 'drama'; 'crime'],0,5.8,1874
Patton Oswalt: Annihilation,MOVIE,2017,66,['comedy'; 'documentation'],0,7.2,2367
Super Monsters,SHOW,2017,12,['animation'; 'comedy'; 'family'; 'horror'],3,6.3,411
Ali's Wedding,MOVIE,2017,110,['comedy'; 'drama'; 'romance'],0,6.9,4959
Amy Schumer: The Leather Special,MOVIE,2017,57,['comedy'],0,3,9753
Aapla Manus,MOVIE,2018,132,['thriller'; 'drama'],0,7,922
Bibi & Tina: Perfect Pandemonium,MOVIE,2017,110,['fantasy'; 'drama'; 'family'; 'comedy'; 'european'],0,4,457
Shot in the Dark,SHOW,2017,35,['reality'; 'documentation'; 'thriller'],1,8,1770
Castle and Castle,SHOW,2018,58,['drama'],2,0,0
Retablo,MOVIE,2018,95,['drama'],0,7.5,1711
The American Meme,MOVIE,2018,95,['documentation'],0,6.8,17034
Holy Goalie,MOVIE,2018,95,['comedy'; 'sport'; 'european'],0,5.3,1603
Burn Out,MOVIE,2018,107,['thriller'; 'crime'; 'action'; 'european'],0,6.2,3718
The Tribe,MOVIE,2018,90,['comedy'; 'family'; 'european'],0,5.8,2627
Family Blood,MOVIE,2018,92,['horror'; 'thriller'; 'drama'],0,4.2,2934
Time: The Kalief Browder Story,SHOW,2017,22,['documentation'],1,8.5,2641
Barbie: Dolphin Magic,MOVIE,2017,63,['fantasy'],0,0,0
Love and Fortune,SHOW,2018,69,['drama'; 'romance'],1,7.3,547
Drug Lords,SHOW,2018,45,['documentation'],2,6.8,1305
Follow This,SHOW,2018,18,['documentation'],3,4.9,710
Paprika,SHOW,2018,13,['animation'; 'family'],1,7.5,26
Victim Number 8,SHOW,2018,30,['drama'; 'crime'; 'fantasy'; 'action'; 'thriller'],1,7,1994
The Rise of Phoenixes,SHOW,2018,45,['drama'; 'history'; 'romance'],1,8.4,1477
Break,MOVIE,2018,91,['drama'; 'comedy'; 'european'],0,5.8,1144
Derren Brown: The Push,MOVIE,2018,69,['reality'; 'documentation'],0,7.5,3637
Unrequited Love,SHOW,2017,39,['drama'],1,6.7,10
First Match,MOVIE,2018,102,['drama'; 'sport'],0,6.4,2242
Point Blank,MOVIE,2017,86,['action'; 'thriller'; 'crime'; 'drama'],0,5.7,14184
The Warning,MOVIE,2018,93,['fantasy'; 'thriller'; 'action'; 'horror'; 'crime'; 'drama'; 'european'],0,5.9,6278
The Princess Switch,MOVIE,2018,101,['romance'; 'comedy'; 'drama'; 'family'],0,6,27650
Sanju,MOVIE,2018,161,['drama'; 'comedy'],0,7.7,52227
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,['fantasy'; 'action'; 'comedy'; 'scifi'; 'animation'],0,5.6,551
My Perfect Romance,MOVIE,2018,91,['romance'],0,4.6,3012
The Drug King,MOVIE,2018,139,['crime'; 'drama'; 'action'],0,6.2,3103
Nigerian Prince,MOVIE,2018,104,['thriller'; 'crime'; 'drama'],0,5.8,383
Sun Dogs,MOVIE,2017,93,['drama'; 'fantasy'; 'comedy'],0,6.2,2284
A Witches' Ball,MOVIE,2017,90,['fantasy'; 'scifi'; 'family'; 'comedy'],0,5.2,376
Ittefaq,MOVIE,2017,107,['thriller'; 'crime'],0,7.2,12095
The Chase,MOVIE,2017,110,['thriller'; 'crime'; 'drama'],0,6.6,2957
Limitless,MOVIE,2017,59,['documentation'],0,0,0
Eerie,MOVIE,2018,101,['horror'; 'thriller'; 'crime'; 'drama'],0,4.6,2297
Al Hayba,SHOW,2017,45,['action'; 'thriller'; 'crime'; 'romance'; 'drama'],5,7.5,1201
Hymn of Death,SHOW,2018,45,['drama'; 'history'; 'music'; 'romance'],1,7.6,1104
Going for Gold,MOVIE,2018,89,['drama'; 'family'; 'sport'],0,4.8,537
Judwaa 2,MOVIE,2017,150,['romance'; 'action'; 'comedy'],0,3.6,10517
The Milk System,MOVIE,2018,90,['documentation'; 'european'],0,7,525
The Degenerates,SHOW,2018,28,['comedy'],2,6.2,666
Motown Magic,SHOW,2018,17,['animation'; 'comedy'; 'family'; 'fantasy'; 'music'],2,7.9,292
Ronnie Coleman: The King,MOVIE,2018,93,['documentation'],0,7,3730
Nobody Speak: Trials of the Free Press,MOVIE,2017,95,['documentation'; 'european'],0,6.5,4092
Titipo Titipo,SHOW,2018,18,['animation'],2,6.6,19
Blood Pact,SHOW,2018,60,['drama'; 'crime'],1,6.7,140
Bareilly Ki Barfi,MOVIE,2017,123,['romance'; 'comedy'],0,7.5,23011
Lost Song,SHOW,2018,24,['scifi'; 'action'; 'animation'; 'drama'; 'fantasy'; 'music'; 'romance'],1,7,375
Rapture,SHOW,2018,60,['documentation'; 'scifi'; 'thriller'; 'horror'; 'music'],1,5.4,11
Duck Duck Goose,MOVIE,2018,82,['comedy'; 'family'; 'animation'],0,5.7,3686
Revenger,MOVIE,2018,102,['action'; 'crime'; 'thriller'],0,5.7,4252
Larva Island,SHOW,2018,8,['comedy'; 'animation'],2,6.6,416
Little Boxes,MOVIE,2017,84,['drama'; 'comedy'],0,5.9,1971
Zac & Mia,SHOW,2017,20,['drama'],2,7.8,622
Move,SHOW,2018,25,['documentation'],1,7.5,112
Jerry Before Seinfeld,MOVIE,2017,62,['comedy'; 'documentation'],0,7,5643
AMO,SHOW,2018,24,['crime'],1,6.6,410
Mustang Island,MOVIE,2017,86,['comedy'; 'drama'],0,6.2,522
The Laws of Thermodynamics,MOVIE,2018,100,['romance'; 'comedy'; 'european'],0,6,2726
Edge of Fear,MOVIE,2018,91,['thriller'; 'crime'; 'action'],0,4.5,3124
Clean with Passion for Now,SHOW,2018,69,['comedy'; 'drama'; 'romance'],1,7,1246
Nothing to Lose,MOVIE,2018,130,['drama'],0,2.3,23016
Daughters of Destiny,SHOW,2017,0,['documentation'],1,8.6,900
Love Daily,SHOW,2018,18,['drama'; 'romance'],1,6.2,153
Uncertain Glory,MOVIE,2017,115,['drama'; 'european'],0,6.2,943
Expedition Happiness,MOVIE,2017,95,['documentation'; 'european'],0,5.9,4483
Ari Shaffir: Double Negative,SHOW,2017,45,['comedy'],1,0,0
Taramani,MOVIE,2017,150,['drama'; 'romance'],0,7.5,1605
Step Sisters,MOVIE,2018,104,['comedy'],0,5.4,4460
Dovlatov,MOVIE,2018,126,['drama'],0,6.4,1974
Hot Sweet Sour,MOVIE,2017,102,['romance'; 'drama'],0,6.1,2450
Relatable,SHOW,2018,0,['comedy'],2,0,0
They've Gotta Have Us,SHOW,2018,59,['documentation'],1,7.7,292
SPF-18,MOVIE,2017,75,['romance'; 'drama'; 'sport'],0,3.2,5122
Millennials,SHOW,2018,35,['drama'],3,0,0
Samouni Road,MOVIE,2018,129,['documentation'; 'animation'; 'european'],0,6.7,160
My Birthday Song,MOVIE,2018,95,['thriller'],0,5.6,282
ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,58,['documentation'; 'music'],0,7.1,1463
Joe Rogan: Strange Times,MOVIE,2018,63,['comedy'],0,7.3,4300
Alaska Is a Drag,MOVIE,2017,83,['drama'],0,6.5,386
Rangoon,MOVIE,2017,167,['war'; 'history'; 'drama'; 'romance'; 'action'],0,5.7,4690
A Christmas Prince: The Royal Wedding,MOVIE,2018,101,['romance'; 'drama'],0,5.3,10658
72 Dangerous Animals: Asia,SHOW,2018,47,['documentation'],1,6.6,517
Prince of Peoria,SHOW,2018,26,['comedy'; 'family'],2,5.7,471
Something Huge,MOVIE,2017,86,['comedy'; 'european'],0,4.4,479
Trevor Noah: Son of Patricia,MOVIE,2018,63,['comedy'],0,7.3,3970
Raising the Bar,MOVIE,2017,93,['drama'; 'family'; 'documentation'; 'sport'],0,5.5,1545
Pup Star: Better 2Gether,MOVIE,2017,90,['family'],0,4.4,234
Jab Harry Met Sejal,MOVIE,2017,144,['romance'; 'comedy'; 'drama'],0,5,20501
Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,['animation'; 'drama'; 'sport'],0,7.7,2445
Black Crows,SHOW,2017,39,['war'; 'drama'; 'thriller'],1,5.4,295
Tottaa Pataaka Item Maal,MOVIE,2018,107,['drama'],0,7.6,8051
Pihu,MOVIE,2018,91,['thriller'; 'drama'; 'family'],0,6.7,2411
Isoken,MOVIE,2017,100,['romance'; 'drama'; 'comedy'],0,6.6,306
The Little Vampire 3D,MOVIE,2017,83,['fantasy'; 'horror'; 'animation'; 'comedy'; 'family'; 'european'],0,5.4,1687
Armed to the Teeth,MOVIE,2018,108,['documentation'; 'crime'; 'thriller'],0,7.9,634
Spyder,MOVIE,2017,145,['thriller'; 'action'; 'crime'],0,6.3,10230
Saving Capitalism,MOVIE,2017,73,['documentation'],0,6.8,3157
Yummy Mummies,SHOW,2017,41,['reality'; 'comedy'],2,4,673
Carbone,MOVIE,2017,104,['thriller'; 'crime'; 'european'],0,6.5,2550
Ali Wong: Hard Knock Wife,MOVIE,2018,64,['comedy'],0,7.3,4874
The Last Shaman,MOVIE,2017,83,['documentation'; 'drama'; 'family'; 'european'],0,6.6,1865
Feminists: What Were They Thinking?,MOVIE,2018,86,['documentation'],0,6.9,2196
Dany Boon: Des Hauts-De-France,MOVIE,2018,90,['comedy'; 'european'],0,6.2,91
Quién te cantará,MOVIE,2018,125,['thriller'; 'drama'; 'music'; 'european'],0,6.9,2854
Ponysitters Club,SHOW,2018,23,['family'],2,6,116
Ashes of Love,SHOW,2018,43,['drama'; 'comedy'; 'thriller'; 'fantasy'; 'romance'],1,8.5,1875
Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,108,['documentation'; 'music'],0,7.5,448
72 Dangerous Animals: Latin America,SHOW,2017,43,['documentation'],1,6.5,559
Russell Brand: Re:Birth,MOVIE,2018,63,['comedy'],0,6.5,1193
Katherine Ryan: In Trouble,MOVIE,2017,63,['comedy'],0,7,2165
Heroin(e),MOVIE,2017,39,['documentation'],0,0,0
Vai Anitta,SHOW,2018,40,['documentation'; 'reality'],2,5.6,448
Dancing Queen,SHOW,2018,41,['reality'; 'music'],1,6.9,1590
The 3rd Eye,MOVIE,2017,107,['horror'; 'thriller'; 'animation'; 'drama'; 'fantasy'; 'european'],0,5.1,1373
Small Crimes,MOVIE,2017,95,['crime'; 'drama'; 'thriller'],0,5.8,7948
Ee Nagaraniki Emaindi,MOVIE,2018,120,['drama'; 'comedy'],0,7.9,2817
Gun City,MOVIE,2018,127,['drama'; 'history'; 'thriller'; 'action'; 'crime'; 'european'],0,6.3,3819
Accidentally In Love,SHOW,2018,29,['comedy'; 'drama'; 'music'; 'romance'],1,7.6,1100
Craig Ferguson: Tickle Fight,MOVIE,2017,66,['comedy'],0,6.6,995
El club de los buenos infieles,MOVIE,2018,90,['comedy'; 'european'],0,5.5,642
The Joel McHale Show with Joel McHale,SHOW,2018,29,['comedy'],2,7.1,2378
The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,55,['documentation'],1,6.8,1073
Deidra & Laney Rob a Train,MOVIE,2017,92,['drama'; 'comedy'; 'crime'],0,6,1887
Jagga Jasoos,MOVIE,2017,180,['romance'; 'action'; 'comedy'],0,6.4,10092
Candy Jar,MOVIE,2018,92,['comedy'],0,5.8,4950
Christmas Wedding Planner,MOVIE,2017,86,['romance'],0,4.3,5913
Parmanu: The Story of Pokhran,MOVIE,2018,129,['drama'; 'history'; 'action'],0,7.6,23771
F.R.E.D.I.,MOVIE,2018,89,['scifi'; 'family'],0,4.9,1010
Rip Tide,MOVIE,2017,85,['drama'; 'family'; 'action'; 'thriller'],0,5.5,3421
Jeff Dunham: Relative Disaster,MOVIE,2017,70,['comedy'],0,6.4,1274
The Insomnia Club,MOVIE,2018,84,['comedy'; 'drama'],0,6.2,497
Rodney Carrington: Here Comes the Truth,MOVIE,2017,66,['comedy'; 'documentation'],0,4.5,164
Mariposa de barrio,SHOW,2017,46,['drama'],1,7.6,238
ReMastered: Who Shot the Sheriff,MOVIE,2018,57,['documentation'; 'crime'; 'history'; 'music'],0,6.9,1381
Angela's Christmas,MOVIE,2017,30,['family'; 'animation'],0,0,0
What We Started,MOVIE,2018,70,['documentation'; 'music'],0,7.1,2126
Marc Maron: Too Real,MOVIE,2017,70,['comedy'],0,7.2,1916
Christina P: Mother Inferior,MOVIE,2017,59,['comedy'],0,6.4,941
Best.Worst.Weekend.Ever.,SHOW,2018,25,['comedy'; 'family'],1,6.4,297
Treehouse Detectives,SHOW,2018,24,['animation'],3,7.6,93
Baazaar,MOVIE,2018,140,['drama'; 'crime'; 'thriller'],0,6.5,5270
Getaway Plan,MOVIE,2017,105,['thriller'; 'crime'; 'drama'; 'action'; 'european'],0,5.6,1850
Bill Burr: Walk Your Way Out,MOVIE,2017,77,['comedy'; 'documentation'],0,7.2,7123
Samantha!,SHOW,2018,28,['comedy'],2,6.6,513
Trevor Noah: Afraid of the Dark,MOVIE,2017,68,['comedy'],0,7.2,5121
The Plagues of Breslau,MOVIE,2018,93,['crime'; 'thriller'; 'action'; 'european'],0,5.9,4942
Period. End of Sentence.,MOVIE,2018,26,['documentation'],0,0,0
Qarib Qarib Singlle,MOVIE,2017,125,['drama'; 'romance'; 'comedy'],0,7.1,8203
Joy,MOVIE,2018,99,['drama'; 'european'],0,6.6,1293
On Children,SHOW,2018,100,['drama'; 'family'; 'scifi'],1,7.2,380
Zoo,MOVIE,2018,100,['drama'],0,5.7,96
Forgive Us Our Debts,MOVIE,2018,104,['drama'; 'european'],0,6.2,1573
Derren Brown: Miracle,MOVIE,2018,73,['documentation'],0,6.5,1031
Legend Quest,SHOW,2017,26,['animation'; 'comedy'; 'fantasy'],1,7.3,446
Trailer Park Boys: Out of the Park: USA,SHOW,2017,29,['comedy'],1,0,0
Angamaly Diaries,MOVIE,2017,132,['action'; 'drama'; 'comedy'; 'thriller'],0,8,5901
Perú: Tesoro Escondido,MOVIE,2017,76,['documentation'],0,6.1,515
The Curious Creations of Christine McConnell,SHOW,2018,27,['reality'; 'comedy'; 'horror'],1,7.7,2391
Dry Martina,MOVIE,2018,95,['drama'; 'comedy'],0,5.8,965
Sara's Notebook,MOVIE,2018,115,['thriller'; 'drama'; 'european'],0,5.9,2699
Paul Hollywood's Big Continental Road Trip,SHOW,2017,58,['documentation'; 'european'],1,7.4,206
HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,124,['action'],0,7.1,396
Sand Storm,MOVIE,2017,87,['drama'],0,6.8,3492
CIA: Comrade In America,MOVIE,2017,134,['romance'; 'drama'; 'action'],0,6.4,3064
The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,121,['drama'; 'comedy'; 'romance'; 'european'],0,7.1,3690
ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,58,['music'; 'documentation'],0,6.5,768
Love Beats Rhymes,MOVIE,2017,105,['drama'],0,5.4,1057
Burning Sands,MOVIE,2017,105,['drama'; 'thriller'; 'action'],0,6,2828
Judd Apatow: The Return,MOVIE,2017,69,['comedy'],0,6.2,1321
Up Among the Stars,MOVIE,2018,86,['drama'; 'european'],0,6.2,496
Sabrina,MOVIE,2018,98,['thriller'; 'horror'],0,4.2,1712
Jailbreak,MOVIE,2017,100,['action'; 'comedy'],0,5.4,1445
Secrets in the Hot Spring,MOVIE,2018,109,['horror'; 'comedy'],0,6,749
III Smoking Barrels,MOVIE,2017,127,['drama'],0,6.6,123
Iliza Shlesinger: Elder Millennial,MOVIE,2018,72,['comedy'],0,7.2,4033
Amelia: A Tale of Two Sisters,MOVIE,2017,43,['documentation'],0,0,0
Manto,MOVIE,2018,112,['drama'],0,7.3,4222
The Skin of the Wolf,MOVIE,2018,110,['romance'; 'thriller'; 'action'; 'drama'; 'european'],0,5.8,3019
Being Napoleon,MOVIE,2018,88,['documentation'],0,5.5,124
El testigo,MOVIE,2018,76,['documentation'],0,8.1,210
All Good,MOVIE,2018,93,['drama'; 'comedy'; 'european'],0,6.5,1416
Paradox,MOVIE,2018,73,['western'; 'fantasy'; 'music'],0,3.9,711
Monster Island,MOVIE,2017,80,['comedy'; 'fantasy'; 'animation'; 'family'],0,4.7,728
Invisible,MOVIE,2017,87,['drama'],0,6,763
Counterpunch,MOVIE,2017,91,['documentation'],0,6.7,903
Weed the People,MOVIE,2018,98,['documentation'],0,7.3,332
Dear Ex,MOVIE,2018,99,['drama'; 'comedy'; 'romance'],0,7.3,6143
Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,['comedy'; 'documentation'],0,6.7,821
Cycle,MOVIE,2018,96,['drama'; 'comedy'; 'animation'],0,8.2,479
Qismat,MOVIE,2018,140,['romance'; 'drama'],0,8.1,3037
Milada,MOVIE,2017,130,['drama'; 'history'; 'european'],0,6.3,1302
Romina,MOVIE,2018,74,['horror'; 'thriller'],0,2.3,2282
The Most Assassinated Woman in the World,MOVIE,2018,102,['thriller'; 'drama'; 'european'],0,5.3,1076
Jackie: A Tale of Two Sisters,MOVIE,2017,44,['documentation'],0,0,0
B. A. Pass 2,MOVIE,2017,136,['drama'],0,2.2,475
A 3 Minute Hug,MOVIE,2018,28,['documentation'],0,0,0
Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,22,['animation'; 'comedy'],0,0,0
Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,['drama'; 'thriller'],0,6.5,309
Franco Escamilla: Por La Anécdota,MOVIE,2018,66,['comedy'],0,6.9,302
A Champion Heart,MOVIE,2018,90,['family'],0,5.9,395
The Russian Revolution,MOVIE,2017,47,['documentation'; 'history'],0,6.5,642
On My Skin,MOVIE,2018,100,['drama'; 'european'],0,7.3,9159
Westside,SHOW,2018,47,['reality'],1,6,168
Boca Juniors Confidential,SHOW,2018,43,['documentation'; 'sport'],1,6.3,350
Love per Square Foot,MOVIE,2018,133,['romance'; 'comedy'],0,7.2,8187
The Judgement,SHOW,2018,48,['drama'; 'crime'],1,7.1,95
The Mansion,MOVIE,2017,100,['horror'; 'comedy'; 'european'],0,4.6,2592
My Only Love Song,SHOW,2017,36,['drama'; 'comedy'; 'fantasy'; 'romance'],1,7,647
Borges,SHOW,2018,24,['comedy'],2,6.2,168
Stretch Armstrong & the Flex Fighters,SHOW,2017,23,['action'; 'comedy'; 'scifi'; 'animation'],2,6.2,307
Lucid Dream,MOVIE,2017,101,['thriller'; 'scifi'],0,6.1,3575
Made in Mexico,SHOW,2018,50,['reality'],1,3.9,760
Dinotrux: Supercharged,SHOW,2017,23,['family'; 'animation'; 'action'; 'comedy'],3,7.5,94
In the Family,MOVIE,2017,124,['comedy'],0,7.7,23297
Jefe,MOVIE,2018,89,['comedy'; 'european'],0,5.4,1073
Monkart,SHOW,2017,12,['unknown'],1,0,0
Revolutionary Love,SHOW,2017,68,['comedy'; 'romance'],1,6.9,666
Dennis & Gnasher Unleashed!,SHOW,2017,13,['animation'; 'comedy'],2,7.3,82
The Gift,MOVIE,2017,85,['drama'],0,8.1,20
Dear Son,MOVIE,2018,100,['drama'],0,6.5,388
Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,84,['animation'; 'comedy'],0,5.1,434
Baadshaho,MOVIE,2017,136,['action'; 'thriller'],0,5,4783
Love.com,MOVIE,2017,92,['romance'; 'comedy'],0,5.8,737
