title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Once Upon a Time in Mexico,MOVIE,2003,102,['drama'; 'action'; 'crime'; 'thriller'],0,6.3,160449
Cloudy with a Chance of Meatballs,MOVIE,2009,90,['animation'; 'drama'; 'romance'; 'comedy'; 'family'; 'fantasy'; 'scifi'],0,6.9,226225
Offspring,SHOW,2010,44,['drama'; 'comedy'],7,8.3,4764
Blade II,MOVIE,2002,117,['thriller'; 'fantasy'; 'scifi'; 'action'; 'horror'],0,6.7,214461
Chloe,MOVIE,2009,99,['thriller'; 'drama'; 'romance'; 'european'],0,6.3,72916
Blood Diamond,MOVIE,2006,143,['thriller'; 'drama'],0,8,536858
The Lake House,MOVIE,2006,105,['drama'; 'fantasy'; 'romance'; 'documentation'],0,6.8,148043
Terminator 3: Rise of the Machines,MOVIE,2003,109,['thriller'; 'scifi'; 'action'; 'european'],0,6.3,393998
Beerfest,MOVIE,2006,110,['comedy'],0,6.2,67748
Heist,MOVIE,2001,107,['thriller'; 'drama'; 'action'; 'crime'; 'european'],0,6.5,36361
Catch and Release,MOVIE,2006,111,['romance'; 'comedy'; 'drama'],0,5.9,26157
Just Like Heaven,MOVIE,2005,95,['drama'; 'romance'; 'fantasy'; 'comedy'],0,6.7,106755
Gurren Lagann,SHOW,2007,24,['scifi'; 'action'; 'comedy'; 'drama'; 'animation'],1,8.3,17024
Four Brothers,MOVIE,2005,109,['crime'; 'action'; 'drama'; 'thriller'],0,6.8,144656
John Q,MOVIE,2002,116,['drama'; 'thriller'; 'crime'],0,7,131999
Not Another Teen Movie,MOVIE,2001,89,['comedy'],0,5.7,104604
21,MOVIE,2008,123,['drama'; 'crime'; 'history'; 'thriller'],0,6.8,247039
Code Geass: Lelouch of the Rebellion,SHOW,2006,24,['scifi'; 'animation'; 'action'; 'drama'; 'thriller'; 'war'],3,8.7,62367
Terminator Salvation,MOVIE,2009,110,['thriller'; 'scifi'; 'fantasy'; 'war'; 'action'],0,6.5,357557
Deck the Halls,MOVIE,2006,93,['comedy'; 'family'],0,5,27797
The Girl Next Door,MOVIE,2007,91,['thriller'; 'drama'; 'crime'; 'horror'],0,6.5,26035
The Cat in the Hat,MOVIE,2003,81,['fantasy'; 'comedy'; 'family'],0,4,81971
Jackass 2.5,MOVIE,2007,64,['documentation'; 'comedy'],0,0,0
Final Destination 3,MOVIE,2006,93,['horror'; 'thriller'; 'action'; 'crime'; 'fantasy'; 'european'],0,5.8,139797
Thir13en Ghosts,MOVIE,2001,91,['thriller'; 'horror'; 'fantasy'],0,5.6,86492
The One,MOVIE,2001,87,['scifi'; 'thriller'; 'action'],0,5.9,91584
Happy Feet,MOVIE,2006,108,['comedy'; 'fantasy'; 'animation'; 'family'; 'music'; 'romance'],0,6.4,182612
Ip Man,MOVIE,2008,108,['drama'; 'fantasy'; 'action'; 'history'],0,8,221095
Coach Carter,MOVIE,2005,130,['drama'; 'sport'; 'european'],0,7.3,143670
Blade: Trinity,MOVIE,2004,106,['action'; 'thriller'; 'fantasy'; 'horror'; 'scifi'],0,5.8,175210
Monster-in-Law,MOVIE,2005,101,['romance'; 'comedy'],0,5.5,60693
Halloween,MOVIE,2007,109,['horror'],0,6,118815
How Do You Know,MOVIE,2010,121,['drama'; 'comedy'; 'romance'],0,5.4,49599
The Sweetest Thing,MOVIE,2002,84,['comedy'; 'romance'],0,5.1,58516
The Final Destination,MOVIE,2009,82,['horror'; 'fantasy'; 'scifi'; 'action'; 'thriller'],0,5.1,104166
The Other Boleyn Girl,MOVIE,2008,115,['romance'; 'drama'; 'history'],0,6.7,111694
Friday the 13th,MOVIE,2009,97,['horror'; 'thriller'],0,5.5,105938
The Bucket List,MOVIE,2007,97,['drama'; 'comedy'; 'european'],0,7.4,242733
Freddy vs. Jason,MOVIE,2003,97,['horror'; 'action'],0,5.7,117986
Transformers: Prime,SHOW,2010,22,['action'; 'comedy'; 'drama'; 'family'; 'scifi'; 'animation'],4,7.9,6500
Memoirs of a Geisha,MOVIE,2005,145,['drama'; 'romance'; 'european'],0,7.3,146847
A Nightmare on Elm Street,MOVIE,2010,95,['horror'; 'thriller'; 'crime'; 'drama'],0,5.2,99192
Body of Lies,MOVIE,2008,128,['drama'; 'action'; 'thriller'],0,7.1,224896
A Cinderella Story,MOVIE,2004,95,['romance'; 'comedy'; 'family'],0,5.9,86395
The Mole,SHOW,2001,52,['reality'],5,7.6,1104
Osmosis Jones,MOVIE,2001,95,['animation'; 'action'; 'comedy'; 'crime'; 'family'; 'fantasy'; 'scifi'],0,6.3,35711
Scary Movie 4,MOVIE,2006,83,['comedy'; 'horror'],0,5.1,120188
The Texas Chainsaw Massacre,MOVIE,2003,98,['horror'; 'crime'],0,6.2,140741
Fun with Dick and Jane,MOVIE,2005,90,['comedy'; 'crime'],0,6.1,143998
TMNT,MOVIE,2007,87,['animation'; 'comedy'; 'family'; 'fantasy'; 'scifi'; 'action'],0,6.2,64062
Due Date,MOVIE,2010,95,['drama'; 'comedy'],0,6.5,339626
Cop Out,MOVIE,2010,107,['comedy'; 'thriller'; 'action'; 'crime'],0,5.5,87673
The 4400,SHOW,2004,44,['scifi'; 'thriller'; 'drama'],4,7.3,44971
Still Game,SHOW,2002,29,['comedy'; 'european'],9,8.9,7539
3 Idiots,MOVIE,2009,170,['comedy'; 'drama'],0,8.4,385782
Midnight Diner,SHOW,2009,27,['drama'; 'comedy'],5,8.6,2110
H2O: Just Add Water,SHOW,2006,25,['drama'; 'scifi'; 'fantasy'; 'family'],3,7.2,14782
Black Butler,SHOW,2008,25,['scifi'; 'fantasy'; 'animation'; 'comedy'; 'drama'; 'thriller'; 'crime'; 'horror'; 'action'],3,8.3,1856
Octonauts,SHOW,2010,15,['action'; 'animation'; 'comedy'; 'family'],6,7.6,1049
New York Minute,MOVIE,2004,87,['comedy'; 'crime'; 'family'; 'romance'],0,4.8,23307
Strawberry Shortcake,SHOW,2003,23,['animation'; 'family'],4,7,13
Total Drama Island,SHOW,2007,23,['action'; 'reality'; 'animation'; 'family'; 'comedy'; 'drama'],6,7.4,10523
Dreamer: Inspired By a True Story,MOVIE,2005,106,['drama'; 'family'; 'sport'; 'fantasy'],0,6.8,13034
Monster House,MOVIE,2006,91,['fantasy'; 'animation'; 'comedy'; 'family'],0,6.6,114942
Starsky & Hutch,MOVIE,2004,101,['comedy'; 'crime'],0,6.1,145981
Tears of the Sun,MOVIE,2003,121,['drama'; 'thriller'; 'war'; 'action'],0,6.6,121066
Boys Over Flowers,SHOW,2009,64,['comedy'; 'drama'; 'romance'],1,7.9,11579
Winx Club,SHOW,2004,23,['action'; 'comedy'; 'family'; 'fantasy'; 'animation'; 'thriller'; 'european'],8,6.2,6700
The Cave,MOVIE,2005,97,['horror'; 'thriller'; 'scifi'; 'action'; 'european'],0,5.1,38445
Big Time Rush,SHOW,2009,25,['comedy'; 'family'],4,6.3,12046
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,['horror'; 'thriller'; 'documentation'],0,5.8,72366
I Am Sam,MOVIE,2001,132,['drama'],0,7.6,149082
The Spiderwick Chronicles,MOVIE,2008,96,['fantasy'; 'thriller'; 'action'; 'drama'; 'family'],0,6.5,94628
Rumor Has It...,MOVIE,2005,97,['comedy'; 'drama'; 'romance'],0,5.5,57894
Dead Set,SHOW,2008,141,['scifi'; 'thriller'; 'comedy'; 'drama'; 'horror'; 'european'],1,7.6,19684
Toradora!,SHOW,2008,30,['animation'; 'romance'; 'comedy'; 'drama'],2,8,14307
I Now Pronounce You Chuck & Larry,MOVIE,2007,115,['comedy'; 'romance'],0,5.9,146625
Metallica: Some Kind of Monster,SHOW,2004,84,['western'],1,0,0
World Trade Center,MOVIE,2006,129,['thriller'; 'history'; 'drama'],0,6,83129
Premonition,MOVIE,2007,96,['thriller'; 'drama'; 'fantasy'],0,5.9,78119
Shaun the Sheep,SHOW,2007,7,['animation'; 'comedy'; 'family'; 'european'],6,8,25
Eagle Eye,MOVIE,2008,118,['thriller'; 'action'; 'european'],0,6.6,185430
The Contractor,MOVIE,2007,105,['thriller'; 'european'],0,0,0
Lagaan: Once Upon a Time in India,MOVIE,2001,224,['drama'; 'romance'; 'sport'],0,8.1,111053
The Men Who Stare at Goats,MOVIE,2009,94,['comedy'; 'war'],0,6.2,131564
Scare Tactics,SHOW,2003,22,['comedy'; 'horror'; 'reality'; 'scifi'; 'thriller'],5,6.7,2512
Friends with Money,MOVIE,2006,88,['romance'; 'comedy'; 'drama'],0,5.8,30186
Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,100,['fantasy'; 'family'; 'action'; 'war'; 'drama'; 'thriller'; 'animation'],0,6.9,82623
Kath & Kim,SHOW,2002,24,['comedy'],4,8.3,4168
Good Luck Chuck,MOVIE,2007,101,['comedy'; 'romance'],0,5.6,89755
Pocoyo,SHOW,2005,11,['animation'; 'family'; 'comedy'; 'european'],4,3.9,93
Louis C.K.: Hilarious,MOVIE,2010,84,['comedy'],0,8.4,11973
Death at a Funeral,MOVIE,2010,92,['comedy'],0,5.6,49599
Gifted Hands: The Ben Carson Story,MOVIE,2009,86,['drama'],0,7.6,10210
The Game,SHOW,2006,22,['comedy'; 'drama'; 'sport'; 'romance'],10,6.6,4417
No Direction Home: Bob Dylan,MOVIE,2005,208,['music'; 'documentation'],0,0,0
Angel Beats!,SHOW,2010,26,['scifi'; 'action'; 'comedy'; 'drama'; 'fantasy'; 'animation'],1,7.7,13848
Blood and Bone,MOVIE,2009,93,['thriller'; 'action'; 'crime'; 'drama'; 'sport'],0,6.7,33051
Ip Man 2,MOVIE,2010,108,['drama'; 'history'; 'sport'; 'action'],0,7.5,103673
Masha and the Bear,SHOW,2009,6,['comedy'; 'family'; 'action'; 'animation'],5,7.6,3114
Like Stars on Earth,MOVIE,2007,165,['drama'; 'family'],0,8.3,188234
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,['comedy'; 'documentation'],1,8.1,1740
The Legend of Bruce Lee,SHOW,2008,45,['action'; 'drama'],1,7,1422
Ouran High School Host Club,SHOW,2006,23,['comedy'; 'drama'; 'animation'; 'romance'],1,8.2,9763
Felon,MOVIE,2008,103,['crime'; 'thriller'; 'drama'; 'action'],0,7.4,78039
The Ultimatum,SHOW,2009,44,['drama'],1,5.4,6
Mobile Suit Gundam Unicorn,SHOW,2010,35,['action'; 'drama'; 'scifi'; 'war'; 'animation'],2,7.8,1291
Stuart Little 2,MOVIE,2002,78,['comedy'; 'fantasy'; 'animation'; 'family'],0,5.5,53746
Johnny Test,SHOW,2005,18,['comedy'; 'drama'; 'family'; 'scifi'; 'animation'; 'action'],6,5.1,8172
Code Lyoko,SHOW,2003,24,['action'; 'fantasy'; 'thriller'; 'comedy'; 'family'; 'scifi'; 'romance'; 'animation'],5,7.3,5109
Did You Hear About the Morgans?,MOVIE,2009,103,['comedy'; 'romance'; 'drama'],0,4.9,40289
Iris,SHOW,2009,61,['action'; 'comedy'; 'reality'; 'romance'; 'thriller'],2,7.8,1951
DreamWorks Shrek's Swamp Stories,SHOW,2010,24,['horror'; 'music'; 'animation'; 'comedy'; 'family'; 'fantasy'; 'scifi'],1,6.5,330
Ben & Holly's Little Kingdom,SHOW,2009,14,['comedy'; 'family'; 'fantasy'; 'animation'; 'european'],3,7.5,1222
The Garfield Show,SHOW,2009,17,['animation'; 'comedy'; 'family'; 'european'],5,5.3,2499
Chaos,MOVIE,2005,106,['action'; 'crime'; 'drama'; 'thriller'; 'european'],0,6.4,54633
Wakfu,SHOW,2008,22,['action'; 'drama'; 'scifi'; 'fantasy'; 'animation'; 'family'; 'european'],3,8.1,1469
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,['comedy'; 'documentation'],0,7.6,1780
Initial D,MOVIE,2005,107,['drama'; 'action'; 'crime'; 'thriller'; 'animation'; 'comedy'; 'romance'],0,6.3,8536
Comedian,MOVIE,2002,82,['comedy'; 'documentation'],0,6.9,6948
Delta Farce,MOVIE,2007,90,['action'; 'comedy'],0,3.6,11138
One Piece: Strong World,MOVIE,2009,114,['fantasy'; 'animation'; 'action'],0,7.5,5382
Christmas with the Kranks,MOVIE,2004,99,['comedy'; 'family'],0,5.4,49090
Dinosaur King,SHOW,2007,21,['action'; 'scifi'; 'family'; 'western'; 'animation'],2,5.6,720
Love Happens,MOVIE,2009,109,['drama'; 'romance'],0,5.6,32837
Vampire Knight,SHOW,2008,25,['scifi'; 'romance'; 'animation'; 'action'; 'drama'; 'fantasy'; 'horror'],2,7.3,5172
Den-noh Coil,SHOW,2007,25,['scifi'; 'animation'; 'comedy'; 'drama'],1,7.9,863
Zig and Sharko,SHOW,2010,9,['comedy'; 'fantasy'; 'romance'; 'action'; 'animation'; 'family'; 'european'],3,6.8,644
Even the Rain,MOVIE,2010,104,['drama'; 'european'; 'history'],0,7.4,13446
Population 436,MOVIE,2006,88,['horror'; 'thriller'],0,0,0
Kabhi Khushi Kabhie Gham,MOVIE,2001,210,['drama'; 'romance'],0,7.4,48818
Naruto Shippuden the Movie,MOVIE,2007,94,['fantasy'; 'animation'; 'action'; 'family'],0,6.7,4016
Open Season 2,MOVIE,2008,76,['comedy'],0,0,0
Trailer Park Boys: The Movie,MOVIE,2006,95,['comedy'; 'crime'],0,7.1,12831
Jeff Dunham: Arguing with Myself,MOVIE,2006,76,['comedy'; 'documentation'],0,8,3984
From Within,MOVIE,2008,89,['thriller'; 'horror'; 'documentation'; 'war'; 'european'],0,5.6,7585
Jodhaa Akbar,MOVIE,2008,213,['romance'; 'history'; 'war'; 'action'; 'drama'],0,7.5,32188
And Then Came Lola,MOVIE,2009,71,['comedy'; 'drama'; 'romance'],0,3.9,1683
One on One,SHOW,2001,20,['comedy'],5,7,2303
Om Shanti Om,MOVIE,2007,162,['comedy'; 'drama'; 'fantasy'; 'romance'; 'thriller'; 'action'],0,6.7,42597
Jab We Met,MOVIE,2007,138,['comedy'; 'drama'; 'romance'],0,7.9,51945
The Cartel,SHOW,2008,44,['action'; 'crime'; 'drama'; 'thriller'; 'comedy'],2,8.1,755
Te quiero,MOVIE,2001,85,['drama'; 'comedy'; 'european'],0,4.8,73
Bon Cop Bad Cop,MOVIE,2006,116,['crime'; 'scifi'; 'drama'; 'thriller'; 'action'; 'comedy'],0,6.5,61
Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,82,['comedy'; 'action'; 'animation'; 'fantasy'],0,6.6,6759
The Mafia Dolls,SHOW,2009,43,['drama'; 'action'],2,6.6,284
Horrid Henry,SHOW,2006,12,['comedy'; 'family'; 'fantasy'; 'music'; 'animation'; 'european'],5,6.3,912
I Will Follow,MOVIE,2010,76,['drama'],0,5.9,865
Alpha and Omega,MOVIE,2010,88,['animation'; 'romance'; 'comedy'; 'family'],0,5.1,14272
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,90,['drama'; 'comedy'; 'animation'; 'action'],0,6.9,1611
Bo on the Go!,SHOW,2007,22,['animation'],4,4.1,118
Waist Deep,MOVIE,2006,97,['thriller'; 'drama'; 'crime'; 'action'],0,5.8,9957
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,['action'; 'animation'],0,6.4,3975
First Sunday,MOVIE,2008,96,['comedy'; 'crime'; 'drama'],0,4.5,10834
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,44,['documentation'; 'history'; 'war'; 'european'],1,7.6,603
This Is the Life,MOVIE,2008,97,['documentation'; 'music'],0,6.3,263
My Suicide,MOVIE,2009,107,['comedy'; 'drama'],0,7,1936
Kyaa Kool Hai Hum,MOVIE,2005,172,['comedy'],0,6.1,3507
Kung Fu Panda Awesome Secrets,SHOW,2008,0,['action'; 'comedy'; 'family'; 'animation'],1,7.2,55
Divine Intervention,MOVIE,2002,92,['drama'; 'comedy'; 'romance'; 'war'],0,6.6,3598
Accident,MOVIE,2009,89,['thriller'],0,6.6,3284
Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,61,['comedy'],0,0,0
Naruto: Legend of the Stone of Gelel,MOVIE,2005,96,['fantasy'; 'comedy'; 'drama'; 'animation'; 'action'],0,6.4,4297
Jim Gaffigan: Beyond the Pale,MOVIE,2006,72,['comedy'; 'documentation'],0,7.9,3940
Dreamworks Happy Holidays from Madagascar,SHOW,2005,0,['animation'; 'comedy'; 'family'],1,6.5,96
Billu,MOVIE,2009,137,['drama'; 'comedy'],0,6.3,11747
Half & Half,SHOW,2002,21,['comedy'],4,7,1827
The Qin Empire,SHOW,2009,46,['war'],3,0,0
Timmy Time,SHOW,2009,14,['comedy'; 'fantasy'; 'animation'; 'family'; 'european'],3,6.9,1083
Dil Chahta Hai,MOVIE,2001,183,['drama'; 'comedy'; 'romance'],0,8.1,71167
Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,101,['comedy'; 'crime'],0,7.3,7451
Bleach the Movie: Hell Verse,MOVIE,2010,94,['fantasy'; 'animation'; 'action'],0,7.4,2416
Whisky,MOVIE,2004,99,['drama'; 'comedy'],0,7.1,6249
EMI,MOVIE,2008,128,['drama'; 'comedy'; 'crime'],0,4.4,604
Vientos de agua,SHOW,2006,72,['drama'],1,8.7,1034
Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,['action'; 'animation'; 'fantasy'],0,6.9,3567
Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,['fantasy'; 'animation'; 'action'],0,6.8,4473
Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,['action'; 'animation'; 'fantasy'],0,7,3626
Linewatch,MOVIE,2008,90,['thriller'; 'crime'; 'drama'],0,5.4,2862
The Boy Who Cried Werewolf,MOVIE,2010,97,['fantasy'; 'horror'; 'comedy'; 'family'],0,5.9,3264
Dostana,MOVIE,2008,145,['drama'; 'comedy'; 'romance'],0,6.5,14944
Whitney Cummings: Money Shot,MOVIE,2010,48,['comedy'; 'documentation'],0,6.2,907
Don,MOVIE,2006,178,['thriller'; 'crime'; 'action'; 'european'],0,7.1,36836
Rock On!!,MOVIE,2008,144,['drama'; 'music'],0,7.7,21963
Eternal Summer,MOVIE,2006,105,['romance'; 'drama'],0,7,2630
Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,['comedy'],0,7.6,1789
Welcome,MOVIE,2007,160,['romance'; 'crime'; 'comedy'],0,6.9,21799
Just Another Love Story,MOVIE,2007,100,['thriller'; 'european'; 'crime'; 'drama'],0,7.2,4849
Arahan,MOVIE,2004,114,['thriller'; 'fantasy'; 'action'; 'comedy'],0,6.6,3813
Phir Hera Pheri,MOVIE,2006,155,['comedy'; 'crime'],0,7.1,22505
Bleach the Movie: Fade to Black,MOVIE,2008,94,['fantasy'; 'drama'; 'animation'; 'action'],0,7.2,2151
Rang De Basanti,MOVIE,2006,157,['comedy'; 'drama'; 'history'; 'crime'],0,8.1,118092
Oscar's Oasis,SHOW,2010,9,['animation'; 'comedy'; 'european'],1,7.4,572
Swades,MOVIE,2004,189,['drama'; 'european'],0,8.1,89085
Kaal,MOVIE,2005,127,['thriller'; 'scifi'; 'horror'],0,4.7,5309
Sorry to Disturb,MOVIE,2008,116,['thriller'; 'comedy'; 'drama'; 'romance'],0,8,5824
2 Alone in Paris,MOVIE,2008,94,['comedy'; 'european'],0,5.4,2482
Delhi-6,MOVIE,2009,141,['drama'; 'comedy'],0,6.1,7683
Kal Ho Naa Ho,MOVIE,2003,186,['drama'; 'comedy'; 'romance'],0,7.9,68028
Sivaji: The Boss,MOVIE,2007,189,['drama'; 'crime'; 'thriller'; 'action'],0,7.5,19556
Ishqiya,MOVIE,2010,115,['comedy'; 'thriller'; 'romance'; 'drama'],0,7.3,10415
Trotro,SHOW,2004,3,['animation'; 'family'; 'european'],2,6.2,120
Guzaarish,MOVIE,2010,126,['drama'; 'romance'],0,7.4,18466
A Lion in the House,MOVIE,2006,225,['documentation'],0,8.7,312
Oye Lucky! Lucky Oye!,MOVIE,2008,126,['comedy'; 'drama'; 'action'; 'crime'],0,7.7,17411
Love in a Puff,MOVIE,2010,104,['romance'; 'comedy'; 'drama'],0,7.1,2558
Kabhi Alvida Naa Kehna,MOVIE,2006,193,['drama'; 'romance'],0,6,19797
Monty Python Conquers America,MOVIE,2008,55,['documentation'],0,0,0
Black Friday,MOVIE,2004,143,['crime'; 'action'; 'drama'; 'history'],0,8.4,20611
Kevin James: Sweat the Small Stuff,MOVIE,2001,42,['comedy'; 'documentation'],0,7.4,1083
Connected,MOVIE,2008,110,['thriller'; 'action'; 'crime'],0,6.6,2256
Vivah,MOVIE,2006,175,['drama'; 'family'; 'romance'],0,6.6,9793
Golmaal Returns,MOVIE,2008,135,['comedy'; 'crime'],0,5.1,7884
Jim Gaffigan: King Baby,MOVIE,2009,72,['comedy'; 'documentation'],0,7.7,2548
The Trailer Park Boys Xmas Special,MOVIE,2004,57,['comedy'],0,8,3422
Bluffmaster!,MOVIE,2005,137,['drama'; 'comedy'; 'romance'; 'thriller'; 'crime'],0,6.6,6313
Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,88,['fantasy'; 'action'; 'comedy'; 'animation'],0,7.2,1826
My Führer,MOVIE,2007,89,['drama'; 'european'; 'comedy'; 'war'],0,5.5,4430
Vizontele,MOVIE,2001,110,['comedy'; 'drama'],0,8,36291
Tayo the Little Bus,SHOW,2010,11,['animation'; 'comedy'; 'family'],6,5.2,156
Autumn's Concerto,SHOW,2009,58,['drama'; 'romance'],1,7.9,475
Sir! No Sir!,MOVIE,2005,85,['war'; 'documentation'],0,7.6,778
DreamWorks Spooky Stories,SHOW,2009,26,['animation'],1,6.2,19
Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,99,['action'; 'animation'; 'fantasy'],0,7.2,2570
Once Upon a Time in Mumbaai,MOVIE,2010,132,['thriller'; 'crime'; 'drama'; 'romance'; 'action'],0,7.4,17494
Guru,MOVIE,2007,166,['romance'; 'documentation'; 'drama'; 'european'],0,7.7,23541
Main Hoon Na,MOVIE,2004,179,['drama'; 'romance'; 'thriller'; 'action'; 'comedy'],0,7,35142
Romantik Komedi,MOVIE,2010,110,['romance'; 'comedy'],0,5.3,5060
Jeff Dunham's Very Special Christmas Special,MOVIE,2008,85,['comedy'; 'documentation'],0,7.4,3028
Paheli,MOVIE,2005,141,['fantasy'; 'drama'; 'romance'; 'comedy'],0,6.3,13206
Honeymoon Travels Pvt. Ltd.,MOVIE,2007,118,['comedy'; 'drama'; 'romance'],0,6.1,2609
Behind Enemy Lines,SHOW,2001,49,['drama'],1,7.2,42
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,99,['fantasy'; 'thriller'; 'animation'; 'action'],0,7.6,2206
Fated to Love You,SHOW,2008,67,['drama'; 'comedy'; 'romance'],1,7.4,461
Kaminey,MOVIE,2009,135,['drama'; 'crime'; 'action'; 'thriller'],0,7.4,17136
Nuevo Rico Nuevo Pobre,SHOW,2007,44,['comedy'],1,7.2,203
Kevin Hart: I'm a Grown Little Man,MOVIE,2009,72,['comedy'; 'documentation'],0,7.5,4333
G.O.R.A.,MOVIE,2004,127,['scifi'; 'comedy'],0,8,61797
Jaane Tu... Ya Jaane Na,MOVIE,2008,155,['drama'; 'comedy'; 'romance'],0,7.4,26738
Mukhsin,MOVIE,2006,95,['drama'; 'comedy'; 'family'],0,7.3,382
Pecados capitales,SHOW,2002,43,['comedy'; 'drama'; 'romance'],1,8.5,190
Apaharan,MOVIE,2005,173,['action'; 'drama'; 'crime'],0,7.4,4736
Chhota Bheem,SHOW,2008,22,['action'; 'animation'; 'comedy'],12,4.1,822
Splatter,MOVIE,2009,29,['horror'],0,0,0
Pedro El Escamoso,SHOW,2001,0,['drama'; 'comedy'],1,7.5,303
Chup Chup Ke,MOVIE,2006,165,['comedy'; 'drama'; 'romance'],0,6.9,10528
Manorama Six Feet Under,MOVIE,2007,137,['thriller'; 'crime'; 'drama'],0,7.6,8043
Doing Hard Time,MOVIE,2004,95,['crime'],0,0,0
Sergio,MOVIE,2009,94,['documentation'],0,7.4,880
Luck by Chance,MOVIE,2009,155,['romance'; 'drama'],0,7.1,10206
Tim Minchin: So F**king Rock Live,MOVIE,2008,127,['comedy'],0,0,0
Karthik Calling Karthik,MOVIE,2010,135,['thriller'; 'drama'; 'romance'],0,7.1,11944
The Egyptian Nightingale,MOVIE,2008,115,['comedy'],0,0,0
Monty Python's Personal Best,SHOW,2006,56,['comedy'],1,7.9,437
Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,['action'; 'comedy'; 'romance'],0,6.3,14380
Dhan Dhana Dhan Goal,MOVIE,2007,167,['drama'; 'sport'; 'thriller'],0,5,2603
Salt of This Sea,MOVIE,2008,109,['romance'; 'drama'; 'european'],0,6.8,1224
Yuva,MOVIE,2004,161,['action'; 'drama'; 'thriller'],0,7.3,8878
Fuga,MOVIE,2006,110,['thriller'; 'drama'; 'music'],0,6.3,1120
Namastey London,MOVIE,2007,131,['comedy'; 'drama'; 'romance'],0,7.1,21745
Fashion,MOVIE,2008,167,['romance'; 'drama'],0,6.9,12468
Peepli Live,MOVIE,2010,104,['drama'; 'comedy'],0,7.4,12265
Lakshya,MOVIE,2004,186,['drama'; 'romance'; 'war'; 'action'],0,7.8,23076
Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,60,['comedy'],0,7.8,3555
Pomegranates and Myrrh,MOVIE,2009,95,['drama'],0,6.3,249
Tony Manero,MOVIE,2008,97,['drama'; 'music'],0,6.8,4231
Do Dooni Chaar,MOVIE,2010,146,['drama'; 'comedy'; 'crime'],0,7.5,5551
Kismat Konnection,MOVIE,2008,153,['romance'; 'comedy'; 'drama'],0,5.3,5588
Wake Up Sid,MOVIE,2009,138,['comedy'; 'drama'; 'romance'],0,7.6,30818
Life in a Metro,MOVIE,2007,124,['drama'; 'comedy'; 'romance'],0,7.4,11934
El cartel 2 - La guerra total,SHOW,2010,44,['action'; 'crime'; 'horror'; 'thriller'; 'war'],1,6.8,228
Awara Paagal Deewana,MOVIE,2002,169,['action'; 'comedy'; 'crime'; 'drama'; 'thriller'],0,6.2,8309
The Figurine (Araromire),MOVIE,2009,122,['horror'; 'thriller'],0,4.4,243
The Unjust,MOVIE,2010,119,['thriller'; 'drama'; 'action'; 'crime'],0,6.6,2139
Kurbaan,MOVIE,2009,161,['thriller'; 'action'; 'crime'; 'drama'; 'romance'; 'sport'],0,5.7,5121
Can’t Complain,MOVIE,2007,113,['thriller'; 'crime'; 'romance'; 'comedy'; 'drama'],0,7.5,3922
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,['animation'; 'fantasy'; 'action'; 'romance'; 'comedy'],0,7.3,2127
Spookley the Square Pumpkin,MOVIE,2004,47,['family'; 'animation'],0,0,0
Taxi No. 9 2 11,MOVIE,2006,116,['drama'; 'thriller'; 'comedy'],0,7.2,9897
Anbe Sivam,MOVIE,2003,160,['comedy'; 'drama'],0,8.7,20595
Gangaajal,MOVIE,2003,157,['drama'; 'crime'; 'action'],0,7.8,17029
Chalte Chalte,MOVIE,2003,175,['comedy'; 'drama'; 'romance'],0,6.5,15379
Mumbai Meri Jaan,MOVIE,2008,119,['drama'],0,7.7,6309
Aamir,MOVIE,2008,99,['thriller'; 'action'; 'crime'; 'drama'],0,7.6,11241
Frontiers of Dreams and Fears,MOVIE,2001,56,['documentation'; 'history'],0,8.3,54
